itot;pridtot;lon;lat;xtot;ytot;ztot;ttot;laftot;
 307;9;12.107438;57.576595;-173128;-600025;41;3.2;1;
 345;9;9.340685;55.460551;-359209;-824824;46;3.9;1;
 263;9;6.378472;59.652524;-483708;-339954;66;1.6;1;
 307;9;12.081203;58.146628;-171810;-536392;0;4.5;1;
 242;9;4.941495;60.4863;-549256;-236553;28;4.2;1;
 285;9;9.060828;58.622471;-344327;-471305;0;1.6;1;
 189;9;14.847092;63.319035;-7635;35484;266;-11.6;1;
 347;9;12.259878;55.568675;-173577;-824824;9;4.1;1;
 249;9;15.036733;60.93159;1986;-230045;284;3.4;1;
 325;9;9.995948;56.477166;-308858;-714777;14;3.6;1;
 186;9;10.780546;63.492009;-209264;61578;11;-5.6;1;
 327;9;12.178801;57.198424;-170712;-642416;11;17.9;1;
 263;9;6.347106;59.649867;-485497;-340011;34;5.2;1;
 245;9;8.795327;60.863983;-335622;-221364;839;-5.3;1;
 347;9;12.475448;55.817008;-158837;-797581;41;3.2;1;
 364;9;8.786806;55.347154;-395487;-834233;5;3.9;1;
 271;9;17.855921;59.259797;162601;-412567;10;-2.4;1;
 365;9;9.773964;54.913823;-336749;-888270;18;5.7;1;
 211;9;17.47077;62.431656;127125;-60755;60;-6.3;1;
 287;9;12.667622;58.333021;-136554;-517021;60;0.5;1;
 345;9;10.166948;56.189835;-300738;-747646;60;3.1;1;
 283;9;6.93102;58.296785;-471788;-493901;8;1.4;1;
 266;9;10.336947;59.743945;-261437;-352764;147;-1.5;1;
 271;9;17.512671;59.561384;141756;-379810;45;-2.7;1;
 266;9;10.702771;59.918992;-239657;-334743;26;0.1;1;
 243;9;6.591567;60.429206;-460546;-255800;158;3;1;
 307;9;11.943207;57.597889;-182837;-597195;56;3.5;1;
 243;9;5.774332;59.862868;-514028;-312066;46;3.3;1;
 245;9;8.815561;60.495945;-338464;-262237;946;-6.3;1;
 266;9;11.060873;59.955786;-219461;-331933;108;-1.5;1;
 266;9;10.41956;59.270275;-260568;-405727;19;0.4;1;
 245;9;9.132533;60.04794;-325710;-313526;344;0.1;1;
 256;9;24.767832;60.156015;539071;-275342;4;-3.6;1;
 128;9;13.08959;66.315802;-85468;370182;53;-2.5;1;
 282;9;5.674;58.882876;-535358;-419296;44;4.2;1;
 263;9;6.170973;59.16836;-502660;-391805;97;4.5;1;
 266;9;10.808558;59.905262;-233865;-336658;125;-1.4;1;
 266;9;10.429275;59.250298;-260174;-407986;0;3.9;1;
 265;9;9.63172;60.047419;-298072;-316005;130;0;1;
 348;9;13.661926;55.851716;-84122;-795936;80;1.9;1;
 51;9;19.02561;69.791809;155720;761987;11;-4.3;1;
 284;9;7.585178;58.975293;-425012;-423353;236;-3.2;1;
 242;9;5.233069;60.376552;-535307;-251083;107;2;1;
 285;9;9.695998;59.088341;-303313;-422768;22;1.4;1;
 236;9;24.542451;60.96031;513491;-188681;87;-5.6;1;
 266;9;10.791304;59.928607;-234656;-334001;103;-0.9;1;
 265;9;9.663998;59.642844;-300018;-361052;206;0.2;1;
 227;9;12.220806;61.285388;-148493;-187475;619;-5.2;1;
 242;9;5.324996;60.400634;-529905;-249194;31;15;1;
 266;9;10.491097;59.875484;-251782;-338767;30;0.4;1;
 307;9;11.568487;57.989346;-202900;-552428;10;2.2;1;
 242;9;5.270969;60.337724;-533897;-255670;32;4.9;1;
 367;9;11.843715;54.764474;-204346;-913709;8;2.7;1;
 266;9;10.891005;59.966168;-228838;-330187;279;3.4;1;
 325;9;9.791238;56.633594;-320050;-696333;3;3.8;1;
 345;9;10.191595;56.195626;-299159;-747115;72;4.2;1;
 205;9;8.728375;62.807815;-318180;-5842;16;7.3;1;
 347;9;12.020054;55.821776;-187445;-795821;9;3.4;1;
 272;9;18.293864;59.483572;186238;-386477;19;-1.9;1;
 348;9;13.030583;55.573282;-124758;-826096;22;2.2;1;
 305;9;9.666996;57.32285;-321285;-618930;13;18.6;1;
 245;9;9.119701;60.569385;-321120;-255659;152;-0.4;1;
 287;9;11.447106;58.283072;-208260;-519315;41;0.5;1;
 235;9;23.753135;61.305197;466084;-156710;87;-5.8;1;
 366;9;11.350608;55.394697;-232229;-841432;48;2.5;1;
 284;9;7.97396;58.130866;-413087;-519461;18;3.7;1;
 271;9;17.979619;59.367721;169082;-400236;38;6.9;1;
 256;9;24.758261;60.243533;537074;-265792;45;-4.3;1;
 242;9;5.291789;60.436492;-531110;-244974;112;0.8;1;
 266;9;10.804762;59.851247;-234469;-342646;105;-0.9;1;
 305;9;10.023994;57.562784;-297750;-593936;20;7.6;1;
 129;9;14.080418;66.290206;-41186;366356;10;-11.6;1;
 70;9;16.522846;68.782903;61614;644916;109;-1.9;1;
 266;9;10.384479;59.423115;-261339;-388600;89;-0.5;1;
 226;9;10.141042;61.19903;-260174;-190457;303;-1.6;1;
 187;9;10.944319;63.475254;-201270;59196;18;-5.1;1;
 268;9;12.876615;59.989504;-118229;-332950;178;-2.8;1;
 271;9;18.063087;59.336009;173983;-403543;31;-1.1;1;
 235;9;24.098504;61.455064;482003;-137653;97;-7.5;1;
 345;9;9.471087;55.781862;-347861;-789672;100;3.5;1;
 266;9;10.531697;59.909354;-249257;-335163;98;-0.6;1;
 282;9;5.664495;58.57822;-540814;-452825;38;4.2;1;
 242;9;5.364051;60.349304;-528635;-255165;119;0.2;1;
 266;9;11.147347;59.932371;-214805;-334827;176;-2.7;1;
 256;9;24.439338;60.109268;521836;-283199;38;-3.1;1;
 242;9;5.265034;59.814568;-543005;-313201;31;5.8;1;
 167;9;11.18298;63.887019;-186724;104179;179;-7;1;
 344;9;8.68986;55.475692;-400227;-819291;12;4.3;1;
 366;9;11.394662;55.410633;-229328;-839807;50;2.9;1;
 242;9;5.387954;60.339064;-527504;-256488;200;1.5;1;
 227;9;12.220684;61.299167;-148433;-185943;611;-3.2;1;
 91;9;18.120134;68.431969;128105;608071;476;-9.4;1;
 256;9;24.748182;60.267825;536115;-263203;27;-0.6;1;
 272;9;18.782908;59.296282;215086;-405785;2;-2.3;1;
 347;9;12.356653;55.60523;-167282;-820987;4;3;1;
 271;9;17.756105;59.480495;155868;-388250;33;-1.6;1;
 245;9;9.717474;60.566408;-288581;-258823;413;-2.2;1;
 203;9;6.287785;62.466729;-446470;-29007;61;8.3;1;
 272;9;18.60444;59.499721;203680;-383739;25;-2;1;
 285;9;9.692847;59.054141;-303807;-426552;53;0.7;1;
 266;9;9.953991;59.76065;-282719;-349288;9;0.1;1;
 91;9;17.453443;68.438994;100718;607669;126;-4.6;1;
 271;9;18.068581;59.329324;174330;-404272;19;-1.2;1;
 266;9;10.969739;59.915778;-224810;-336064;163;-1.5;1;
 303;9;7.315388;58.042304;-452809;-524845;45;3.8;1;
 266;9;10.53556;59.910095;-249036;-335096;93;-0.8;1;
 245;9;9.39208;60.81579;-303896;-229671;963;-8;1;
 345;9;10.227791;56.227;-296651;-743780;11;4.1;1;
 266;9;10.250868;59.758905;-266131;-350749;22;-0.1;1;
 186;9;10.543905;63.421528;-221525;54551;80;-5.8;1;
 324;9;8.803346;56.383738;-383267;-718772;33;4.4;1;
 226;9;10.14245;61.251785;-259656;-184611;289;-2.4;1;
 228;9;13.27406;61.153077;-92630;-204160;372;1.7;1;
 247;9;11.742151;60.250379;-179880;-301301;153;3.8;1;
 345;9;10.146558;56.296245;-301106;-735675;48;4.1;1;
 225;9;9.176994;61.794547;-305674;-120201;763;-4;1;
 367;9;12.080467;55.490936;-185330;-833028;6;4.1;1;
 256;9;24.778067;60.739599;529793;-211052;92;4.5;1;
 234;9;22.189748;61.105789;385698;-189080;50;-6.7;1;
 242;9;5.437657;60.459913;-522803;-243592;35;19.4;1;
 324;9;8.527945;56.652815;-397220;-687146;22;4.7;1;
 291;9;18.081432;59.125542;176148;-426917;44;-1.3;1;
 186;9;10.36469;63.39122;-230661;51819;132;-6;1;
 283;9;6.839414;58.914633;-468395;-424884;610;-0.2;1;
 263;9;6.945024;59.01477;-460971;-414575;623;-1.4;1;
 256;9;24.643708;60.160898;532191;-275839;13;-3;1;
 186;9;10.442944;63.449154;-226318;57967;37;-2.3;1;
 112;9;20.639314;67.164107;243725;474146;379;-7.4;1;
 246;9;9.928076;60.238871;-279973;-296093;147;0.8;1;
 242;9;5.318207;60.38111;-530600;-251287;19;3.7;1;
 365;9;9.400255;55.047722;-359464;-871276;9;4.3;1;
 266;9;10.012095;59.471982;-281962;-381598;99;0.2;1;
 266;9;10.861778;59.764276;-231909;-352518;185;-2.2;1;
 289;9;14.905717;58.88526;-5431;-457915;104;-3;1;
 344;9;8.384736;55.947021;-414090;-764820;2;6.8;1;
 266;9;10.647563;59.945371;-242532;-331605;141;-1.2;1;
 272;9;18.209496;59.370113;182103;-399342;19;-1.2;1;
 226;9;10.512949;61.103596;-241034;-202496;508;-3.4;1;
 205;9;8.565733;62.670515;-327929;-20217;14;-2.2;1;
 266;9;10.427203;59.308557;-259831;-401503;51;0.1;1;
 307;9;12.281143;58.270695;-159463;-523079;56;0.2;1;
 69;9;15.404359;68.703318;16418;635340;26;-1.7;1;
 303;9;7.008953;58.041531;-470784;-522730;58;4.1;1;
 204;9;7.236093;62.296661;-400402;-54009;216;-0.2;1;
 312;9;18.289025;57.623121;196572;-593696;46;0.1;1;
 347;9;12.492582;55.772008;-157956;-802660;26;3.6;1;
 308;9;13.009348;57.729852;-118638;-584971;237;2.1;1;
 256;9;25.002254;60.247631;550325;-263278;17;24.1;1;
 347;9;12.384913;55.787364;-164665;-800671;53;4.5;1;
 266;9;10.490258;59.928507;-251415;-332874;112;-0.7;1;
 226;9;10.507474;61.103848;-241326;-202447;482;-3.7;1;
 324;9;8.722279;56.758562;-384179;-676560;34;4.7;1;
 266;9;10.788664;59.870415;-235227;-340457;112;-0.3;1;
 347;9;12.649999;56.095315;-146721;-766852;34;2.5;1;
 243;9;6.016523;60.37632;-492663;-257371;400;-1.9;1;
 347;9;12.554807;55.71828;-154267;-808826;10;3;1;
 283;9;6.944322;58.951798;-461888;-421533;710;1.1;1;
 227;9;11.269097;61.171798;-200026;-197516;679;-5.4;1;
 90;9;15.645645;68.086506;26906;566510;24;-4.3;1;
 345;9;10.165886;56.123286;-301364;-755069;36;8.6;1;
 242;9;5.270952;60.381116;-533170;-250895;27;0.1;1;
 365;9;10.319181;55.420172;-297553;-834333;15;3.7;1;
 176;9;25.738609;63.972945;521601;151846;105;-9.1;1;
 266;9;11.000468;59.264993;-227604;-408519;51;-0.2;1;
 271;9;18.003977;59.291498;170860;-408655;39;-1.6;1;
 176;9;25.741553;63.97323;521737;151901;103;-9.8;1;
 266;9;10.695874;59.925237;-239994;-334023;33;0.2;1;
 286;9;10.853809;59.108295;-237064;-425415;18;0;1;
 349;9;15.272948;56.220019;16986;-755538;28;2;1;
 271;9;18.073263;59.392576;174259;-397220;7;-1;1;
 347;9;12.055678;55.848023;-185072;-792988;13;20.7;1;
 325;9;9.829279;56.451879;-319350;-716783;13;4;1;
 312;9;18.440146;57.506866;206290;-606187;32;1.2;1;
 203;9;5.639779;61.927923;-488143;-83626;79;4.5;1;
 347;9;12.367392;55.618184;-166544;-819565;3;2.4;1;
 266;9;10.720614;59.942706;-238488;-332175;96;-1;1;
 223;9;5.834783;61.458973;-485452;-136721;0;1.6;1;
 266;9;10.791534;59.852262;-235200;-342485;108;0.6;1;
 271;9;17.571608;59.848945;143799;-347678;38;-2.4;1;
 307;9;12.044135;57.642265;-176577;-592528;0;2.9;1;
 348;9;13.295558;55.826308;-107226;-798236;58;1.9;1;
 347;9;12.353295;55.592354;-167554;-822420;1;2;1;
 198;9;27.788022;62.491705;652477;8572;122;13.8;1;
 256;9;24.989643;60.228909;549959;-265445;37;-4.4;1;
 242;9;5.144515;60.528023;-537549;-233681;27;2.4;1;
 219;9;28.819333;61.829851;720012;-52458;89;-5.5;1;
 367;9;12.073929;55.312155;-186657;-853031;25;2.4;1;
 266;9;10.211503;59.174747;-273174;-415480;104;-0.2;1;
 345;9;10.046999;56.077617;-309154;-759603;58;3.4;1;
 345;9;10.450222;55.548381;-288221;-820596;2;3.9;1;
 248;9;13.366117;60.929639;-88322;-229141;357;-6.4;1;
 245;9;9.019663;60.532148;-326952;-259282;753;-3.8;1;
 347;9;12.357662;55.888992;-165913;-789227;57;3.5;1;
 324;9;8.592629;56.389077;-396198;-716900;26;4.4;1;
 291;9;17.832728;59.203892;161556;-418849;10;-0.8;1;
 266;9;10.687974;59.528299;-243396;-378102;2;-0.4;1;
 324;9;8.69681;56.366912;-390020;-720005;33;5;1;
 286;9;10.246954;59.128698;-271535;-420747;12;0.6;1;
 347;9;12.468621;55.640783;-160043;-817292;8;3.5;1;
 310;9;16.642356;57.741778;97851;-584227;20;0.7;1;
 224;9;7.796138;61.307174;-383947;-166732;16;3.6;1;
 238;9;28.194525;61.055113;705486;-143669;102;-2.6;1;
 344;9;8.284415;55.835474;-421649;-776594;2;19.5;1;
 270;9;16.58643;59.598231;89413;-377373;14;-1.7;1;
 266;9;10.445633;59.348193;-258473;-397173;82;1.3;1;
 246;9;10.425065;60.378244;-251485;-282676;167;-1.1;1;
 186;9;10.384248;63.42829;-229394;55861;9;-3.3;1;
 272;9;18.269412;59.249147;186184;-412631;42;-0.4;1;
 347;9;12.536288;55.960916;-154394;-781624;17;4.1;1;
 186;9;10.399874;63.355227;-229200;47701;157;-6.6;1;
 307;9;12.177249;57.748032;-168112;-581088;25;3.4;1;
 193;9;21.317405;63.195387;316268;37274;10;-6.9;1;
 250;9;15.642153;60.573815;35111;-269683;116;-4.1;1;
 286;9;11.032253;59.156655;-226542;-420680;1;0.1;1;
 347;9;12.145035;56.063505;-178388;-769134;2;3.6;1;
 265;9;9.15358;60.038184;-324644;-314714;257;-0.1;1;
 307;9;12.37403;57.812705;-156105;-574371;76;3;1;
 207;9;11.879529;62.881148;-158105;-9379;725;-14.2;1;
 109;9;14.436235;67.296885;-24266;478365;84;-1.1;1;
 245;9;8.753859;60.786404;-338695;-229738;155;-3.1;1;
 286;9;10.383015;59.123643;-263816;-421875;11;0.6;1;
 NA;9;0;0;-2675384;-8014324;11;2;1;
 345;9;9.432614;56.280718;-345446;-733818;67;4;1;
 246;9;11.045336;60.258423;-218254;-298250;214;-1.7;1;
 243;9;6.176741;60.631048;-480055;-230503;270;1.2;1;
 247;9;11.982983;60.18796;-166918;-308891;198;-0.5;1;
 288;9;13.847701;58.409996;-67321;-510309;154;-0.3;1;
 262;9;5.710902;58.971819;-531828;-409791;58;5.4;1;
 309;9;14.089527;57.686937;-54336;-591215;228;3.2;1;
 266;9;10.875785;59.682803;-231707;-361623;96;-1.9;1;
 347;9;12.313174;55.643779;-169852;-816557;13;3.5;1;
 236;9;24.43927;61.01601;507072;-183369;92;-7.8;1;
 242;9;5.447019;60.377625;-523651;-252726;108;7.8;1;
 194;9;22.004868;62.981134;353145;17156;9;-12.5;1;
 256;9;24.649167;60.74342;522798;-211686;118;-5.3;1;
 284;9;8.074891;58.153;-406911;-517650;27;2.5;1;
 89;9;14.801063;68.502012;-8147;612801;2;-3;1;
 265;9;9.582456;59.833984;-302801;-339457;189;-1;1;
 109;9;14.5948;67.204351;-17506;467994;17;-1.7;1;
 266;9;10.820902;59.918439;-233082;-335239;88;-1.9;1;
 204;9;6.771372;62.337493;-423662;-46525;345;0;1;
 247;9;11.838935;60.197675;-174828;-307428;161;-1.3;1;
 271;9;17.345666;59.605737;132159;-375229;20;-0.6;1;
 186;9;10.44696;63.43316;-226245;56179;54;2.9;1;
 282;9;5.715969;58.782068;-534583;-430765;27;4.2;1;
 166;9;9.853421;63.882416;-251685;108201;7;-4.6;1;
 284;9;8.415804;58.278174;-385524;-505862;37;4.2;1;
 242;9;5.266549;60.373438;-533539;-251704;58;-0.2;1;
 242;9;5.345482;60.302806;-530421;-260130;67;1.4;1;
 266;9;10.726422;59.944177;-238153;-332033;98;-1;1;
 266;9;10.192122;59.738032;-269591;-352822;9;0.2;1;
 347;9;11.973569;55.99597;-189449;-776198;10;2.8;1;
 271;9;17.956849;59.254607;168370;-412885;61;-1.8;1;
 347;9;12.917958;55.559936;-131939;-827366;3;2.9;1;
 266;9;10.508368;59.937643;-250336;-331930;188;-1.4;1;
 266;9;11.029003;59.931338;-221402;-334541;206;-1.3;1;
 225;9;8.906494;61.248581;-325578;-179341;895;-5.3;1;
 245;9;8.510041;60.483611;-355267;-261955;756;-3.3;1;
 272;9;18.325157;59.325077;188919;-404019;12;-1.2;1;
 246;9;11.183855;60.16218;-211254;-309407;214;-1.8;1;
 262;9;5.483049;59.70593;-532718;-326988;51;2.1;1;
 247;9;11.340545;60.656529;-199460;-254976;162;-1.7;1;
 266;9;10.599438;59.933515;-245300;-332740;111;-1.7;1;
 256;9;24.11794;60.262792;501774;-268843;54;-3.2;1;
 347;9;12.165878;55.844465;-178167;-793697;20;3.8;1;
 283;9;6.982435;58.078268;-471829;-518468;91;5.5;1;
 347;9;12.525516;55.646778;-156422;-816760;2;3.5;1;
 129;9;14.450341;65.806456;-25079;312299;503;-26.8;1;
 251;9;17.11267;60.693961;115057;-254598;25;-2.1;1;
 186;9;10.469376;63.671966;-223263;82589;340;-4.1;1;
 211;9;17.152612;62.380858;110951;-66990;39;-5.9;1;
 366;9;11.412929;54.957736;-230999;-890589;4;1.3;1;
 324;9;8.833485;56.772487;-377245;-675668;16;4.7;1;
 264;9;8.134257;59.726675;-384743;-343611;923;-0.7;1;
 223;9;5.950356;61.430187;-479820;-140758;62;1.2;1;
 264;9;7.388754;59.488633;-429465;-365238;764;-6.7;1;
 270;9;16.490431;59.408781;84493;-398600;16;-0.8;1;
 266;9;11.24679;59.970459;-209019;-330921;187;-2.7;1;
 365;9;10.200229;55.135261;-307483;-865636;14;3.1;1;
 271;9;17.980196;59.366693;169120;-400349;42;-2;1;
 266;9;10.754067;59.731103;-238181;-355811;83;0.1;1;
 203;9;6.193421;62.475868;-451137;-27341;117;0.1;1;
 266;9;10.938209;59.927016;-226488;-334705;189;-2.5;1;
 266;9;10.407828;59.752931;-257398;-352051;154;-1.7;1;
 347;9;12.502183;55.677706;-157762;-813241;11;2.3;1;
 347;9;12.467035;55.713988;-159821;-809092;23;4.5;1;
 109;9;14.39843;67.294295;-25896;478091;0;3;1;
 286;9;11.263228;58.673003;-216501;-475290;4;3.2;1;
 266;9;10.260276;59.82823;-265036;-343088;188;-0.2;1;
 291;9;17.927676;58.893633;168541;-453148;16;-1.1;1;
 266;9;10.828465;59.72285;-234073;-357001;50;-1.4;1;
 325;9;10.348253;56.460927;-287284;-718221;20;4.3;1;
 308;9;13.4434;58.005601;-92030;-554915;207;1.2;1;
 345;9;9.447316;56.29402;-344408;-732413;42;4.2;1;
 309;9;14.292216;57.775116;-42132;-581523;213;2.2;1;
 309;9;14.142442;57.795381;-51017;-579152;150;1.3;1;
 289;9;15.063053;59.001512;3619;-444960;114;-2.7;1;
 266;9;10.784263;59.716255;-236598;-357572;127;35.7;1;
 129;9;14.152475;66.308124;-37932;368307;40;-9.3;1;
 186;9;10.359203;63.410052;-230783;53927;131;-2.5;1;
 264;9;8.613578;59.163643;-364193;-408793;706;-1.2;1;
 345;9;9.76674;55.486513;-331992;-824215;29;3.3;1;
 271;9;18.041234;59.456027;172111;-390246;55;-2.4;1;
 303;9;7.436618;58.031098;-445845;-526934;12;2.2;1;
 242;9;5.152274;60.426638;-538851;-244898;12;2.8;1;
 237;9;26.036095;61.56694;581604;-109334;92;-3.2;1;
 266;9;10.768466;59.945442;-235805;-332047;89;-2.2;1;
 225;9;9.280581;61.814828;-300051;-118442;378;-3.3;1;
 262;9;5.685531;58.94995;-533622;-411993;51;5.4;1;
 287;9;11.988487;58.880185;-173434;-454423;157;-1.9;1;
 282;9;5.986191;58.431782;-524584;-471656;2;2.3;1;
 307;9;11.95096;57.419364;-183319;-617133;25;2.6;1;
 266;9;10.721885;59.907723;-238676;-336066;1;3.2;1;
 266;9;10.782818;59.952211;-234957;-331348;177;-0.3;1;
 272;9;18.121246;59.303128;177462;-407043;15;-1.6;1;
 330;9;16.348511;56.671473;82854;-704197;10;3.2;1;
 34;9;24.501969;70.432536;355883;855307;66;-5.1;1;
 271;9;18.086246;59.356891;175186;-401156;9;-1.9;1;
 265;9;9.665592;59.670487;-299674;-357991;201;0.3;1;
 246;9;10.608334;60.950942;-237077;-219794;158;-2.3;1;
 266;9;10.783548;59.805292;-235988;-347675;89;-0.2;1;
 256;9;24.887384;60.651269;537175;-219860;126;-1.3;1;
 242;9;4.98519;60.260157;-550794;-261793;3;3.7;1;
 304;9;7.799428;58.090736;-423806;-522776;28;1.1;1;
 348;9;12.950705;55.832117;-128893;-796953;14;3.7;1;
 265;9;9.860908;59.77879;-287762;-346861;104;0.1;1;
 109;9;15.412719;67.095589;17909;455869;17;-12.9;1;
 347;9;12.509288;55.796837;-156797;-799922;23;2.7;1;
 187;9;11.712076;63.436885;-163424;52759;0;22.7;1;
 282;9;5.819568;58.777196;-528736;-432159;184;2.6;1;
 262;9;5.648977;58.937164;-535908;-413100;71;4.3;1;
 271;9;17.931655;59.241619;167002;-414396;42;-1.2;1;
 271;9;17.807742;59.368573;159331;-400580;18;0;1;
 284;9;8.758854;58.450208;-363642;-488767;52;1.7;1;
 284;9;7.993919;58.160521;-411559;-516300;8;3.5;1;
 243;9;5.762749;60.398469;-506133;-252959;77;1.1;1;
 109;9;14.372476;67.277648;-27032;476245;4;-2;1;
 229;9;14.544095;61.213108;-24423;-198638;503;-5.1;1;
 271;9;18.059469;59.2987;173975;-407704;57;0.8;1;
 245;9;8.579119;60.847113;-347466;-222084;630;-3.3;1;
 305;9;9.696908;57.324008;-319476;-618950;11;5.7;1;
 307;9;11.635683;57.746207;-200350;-579740;0;3.9;1;
 263;9;5.732316;59.842507;-516679;-313974;51;3.2;1;
 272;9;18.405798;59.381335;193164;-397521;4;-1.8;1;
 203;9;6.329518;62.473161;-444248;-28587;4;0.9;1;
 345;9;10.169671;56.114199;-301204;-756102;62;3.7;1;
 262;9;5.907627;59.064594;-519184;-401165;23;2.7;1;
 185;9;8.701216;62.965936;-317834;11791;39;-4.9;1;
 368;9;12.970949;55.417197;-129087;-843465;5;3;1;
 133;9;21.932119;65.886207;314721;338051;11;-7.7;1;
 225;9;9.228007;60.986283;-311063;-209991;360;-2.2;1;
 325;9;9.353294;56.409221;-349094;-719064;25;22.8;1;
 271;9;17.063282;59.490558;116666;-388598;28;-1.9;1;
 282;9;5.72604;58.875201;-532515;-420574;26;4.4;1;
 307;9;12.506853;57.780898;-148351;-578233;130;2.5;1;
 347;9;12.367189;55.670603;-166316;-813696;17;3.8;1;
 243;9;6.422151;60.629562;-466805;-232474;56;2.4;1;
 265;9;9.327429;59.417104;-321109;-384480;156;0.9;1;
 225;9;9.153986;61.879893;-306017;-110638;479;-4.6;1;
 245;9;8.964739;60.791442;-327242;-230272;905;-5.8;1;
 256;9;24.905684;60.200216;545864;-269316;14;0;1;
 242;9;5.374145;60.342296;-528202;-256019;183;3.1;1;
 271;9;18.083472;59.338556;175126;-403204;30;-1;1;
 256;9;24.967214;60.22192;548855;-266405;30;-2.6;1;
 222;9;4.91384;60.805428;-545206;-201238;15;2;1;
 306;9;10.485942;57.494096;-270694;-603628;3;6.9;1;
 263;9;6.022821;58.943579;-514526;-415445;17;6.7;1;
 173;9;20.268741;63.988165;256683;120406;72;-9.8;1;
 225;9;8.871114;61.25751;-327369;-178173;959;-6.6;1;
 327;9;12.690525;56.717579;-141692;-697365;15;2.5;1;
 344;9;9.109485;55.9471;-368857;-769223;51;3.2;1;
 345;9;9.594203;55.714954;-340763;-797800;64;3.9;1;
 266;9;10.701665;59.915862;-239742;-335087;43;1;1;
 242;9;5.225752;60.078078;-540736;-283865;8;1.4;1;
 262;9;5.61287;58.97807;-537299;-408287;9;9;1;
 348;9;13.193088;55.723135;-113995;-809613;62;1.3;1;
 347;9;11.974872;55.974918;-189479;-778556;16;4.8;1;
 266;9;10.219125;59.725752;-268181;-354299;54;-0.6;1;
 262;9;5.722533;58.994993;-530795;-407332;14;3.1;1;
 262;9;5.719845;58.934747;-531914;-413955;80;4.1;1;
 266;9;10.769255;59.931339;-235864;-333617;65;1.4;1;
 303;9;7.497295;58.033519;-442253;-527084;19;1.5;1;
 186;9;10.351881;63.40559;-231182;53459;185;-1.4;1;
 204;9;6.584021;62.401813;-432320;-38186;24;0;1;
 347;9;12.521387;55.940504;-155415;-783872;5;3.4;1;
 250;9;15.420362;60.513501;23028;-276496;146;-3.2;1;
 271;9;17.955966;59.292809;168124;-408635;44;-0.8;1;
 365;9;9.520521;54.97168;-352489;-880442;50;4.7;1;
 245;9;9.328729;60.269868;-312672;-289892;896;-3.4;1;
 267;9;11.482103;60.089216;-195205;-318460;177;-2.1;1;
 186;9;10.372377;63.412399;-230110;54140;86;-4.9;1;
 242;9;5.26958;60.320206;-534267;-257586;32;2.8;1;
 345;9;9.63125;55.869248;-336992;-780772;41;4.4;1;
 325;9;10.124913;57.062724;-295954;-650102;18;3.9;1;
 266;9;10.689059;59.952126;-240173;-331011;141;-0.8;1;
 242;9;5.180285;60.367066;-538338;-251686;58;1.4;1;
 272;9;18.347486;59.743101;187763;-357452;26;-1.2;1;
 344;9;8.431495;55.508239;-416186;-814022;10;4.3;1;
 246;9;10.541515;60.987122;-240400;-215530;186;-2.4;1;
 327;9;12.847991;56.674604;-132196;-702504;9;4.3;1;
 246;9;10.689629;60.796235;-233848;-237266;141;-0.2;1;
 325;9;9.915875;57.060077;-308642;-649414;26;5.3;1;
 245;9;8.543359;60.62648;-351856;-246318;465;-1.8;1;
 365;9;9.853145;55.362089;-327638;-838561;11;3.1;1;
 286;9;11.230041;58.782325;-217707;-463011;13;0.8;1;
 189;9;13.926583;63.385956;-53469;43363;344;-10.1;1;
 266;9;10.760255;59.597394;-238815;-370693;89;-1.1;1;
 275;9;22.988463;59.828635;445950;-325080;6;-2.8;1;
 271;9;18.089199;59.339905;175444;-403038;34;-7.7;1;
 346;9;11.086634;55.914592;-245464;-782298;1;3;1;
 283;9;6.941549;58.951775;-462047;-421516;716;-2.7;1;
 187;9;10.8444;63.477342;-206207;59744;39;-6.3;1;
 349;9;14.874726;56.340532;-7770;-742080;92;2.2;1;
 266;9;11.053754;59.272551;-224524;-407866;69;-0.2;1;
 286;9;10.215965;59.091726;-273608;-424725;13;0.4;1;
 265;9;9.194329;59.573909;-327049;-366411;27;-0.8;1;
 156;9;25.514923;65.006875;492111;263525;14;-11.1;1;
 129;9;14.126404;66.003598;-39560;334411;1200;-12.8;1;
 290;9;15.520687;58.416525;30416;-510061;75;-2.5;1;
 267;9;11.251183;59.97918;-208719;-329966;144;-0.8;1;
 266;9;10.744234;59.948777;-237128;-331587;115;-1.4;1;
 266;9;10.480117;59.277635;-257071;-405153;36;0;1;
 367;9;12.4126;55.328945;-164989;-852076;34;3.3;1;
 348;9;13.270269;56.277418;-107458;-747705;75;1.9;1;
 326;9;10.86721;56.42314;-255552;-724629;34;2.9;1;
 345;9;10.311026;56.264674;-291179;-739956;50;3.1;1;
 203;9;5.763587;62.245543;-476675;-49602;130;0.9;1;
 266;9;10.686001;59.944122;-240403;-331888;109;-1.1;1;
 207;9;11.35834;62.633897;-186042;-35440;645;-7.9;1;
 347;9;12.555371;55.733657;-154166;-807106;112;4.5;1;
 345;9;9.48091;55.523472;-349727;-818571;55;3.4;1;
 246;9;10.254136;60.172899;-262549;-304791;95;0;1;
 203;9;6.155236;62.460809;-453311;-28732;34;-0.8;1;
